timestamp,open,high,low,close,volume
2024-01-01T00:00:00+00:00,150.000000,150.220570,149.937190,150.156050,1336.10
2024-01-01T01:00:00+00:00,150.156050,150.374560,150.046900,150.276900,1128.98
2024-01-01T02:00:00+00:00,150.276900,150.291100,150.268960,150.274840,784.78
2024-01-01T03:00:00+00:00,150.274840,150.385280,150.233680,150.364900,956.60
2024-01-01T04:00:00+00:00,150.364900,150.429120,150.329780,150.425240,670.87
2024-01-01T05:00:00+00:00,150.425240,150.514270,150.363860,150.454060,601.56
2024-01-01T06:00:00+00:00,150.454060,150.497080,150.417130,150.492500,676.92
2024-01-01T07:00:00+00:00,150.492500,150.563300,150.283610,150.385690,1205.26
2024-01-01T08:00:00+00:00,150.385690,150.468760,150.339490,150.440600,706.11
2024-01-01T09:00:00+00:00,150.440600,150.517870,150.386520,150.475760,554.56
2024-01-01T10:00:00+00:00,150.475760,150.611060,150.420740,150.558540,884.06
2024-01-01T11:00:00+00:00,150.558540,150.602560,150.523730,150.554790,800.37
2024-01-01T12:00:00+00:00,150.554790,150.688530,150.537440,150.651300,900.63
2024-01-01T13:00:00+00:00,150.651300,150.820310,150.581930,150.778550,1098.58
2024-01-01T14:00:00+00:00,150.778550,150.822150,150.508700,150.607380,1678.87
2024-01-01T15:00:00+00:00,150.607380,150.822820,150.573850,150.782300,1342.71
2024-01-01T16:00:00+00:00,150.782300,150.811090,150.722660,150.756910,849.08
2024-01-01T17:00:00+00:00,150.756910,150.800290,150.733780,150.772290,758.20
2024-01-01T18:00:00+00:00,150.772290,150.856090,150.726610,150.835660,830.68
2024-01-01T19:00:00+00:00,150.835660,150.995490,150.792550,150.935400,1051.85
2024-01-01T20:00:00+00:00,150.935400,151.010310,150.904840,151.005550,854.57
2024-01-01T21:00:00+00:00,151.005550,151.196310,150.975700,151.109510,1022.27
2024-01-01T22:00:00+00:00,151.109510,151.150290,151.074530,151.096320,818.69
2024-01-01T23:00:00+00:00,151.096320,151.314850,151.019020,151.256270,1314.74
2024-01-02T00:00:00+00:00,151.256270,151.533880,151.233640,151.439410,1455.43
2024-01-02T01:00:00+00:00,151.439410,151.635880,151.343560,151.535400,1013.33
2024-01-02T02:00:00+00:00,151.535400,151.613910,151.530690,151.572020,564.42
2024-01-02T03:00:00+00:00,151.572020,151.597360,151.527060,151.560190,798.37
2024-01-02T04:00:00+00:00,151.560190,151.583820,151.469070,151.545630,833.16
2024-01-02T05:00:00+00:00,151.545630,151.673240,151.506890,151.665110,1139.37
2024-01-02T06:00:00+00:00,151.665110,151.692380,151.653740,151.659780,733.59
2024-01-02T07:00:00+00:00,151.659780,151.754160,151.592110,151.701610,667.61
2024-01-02T08:00:00+00:00,151.701610,152.028010,151.670180,151.908990,1576.12
2024-01-02T09:00:00+00:00,151.908990,151.951760,151.830880,151.914590,798.85
2024-01-02T10:00:00+00:00,151.914590,151.993430,151.865950,151.987200,778.84
2024-01-02T11:00:00+00:00,151.987200,151.988000,151.898770,151.959930,939.11
2024-01-02T12:00:00+00:00,151.959930,152.001270,151.879300,151.922570,937.09
2024-01-02T13:00:00+00:00,151.922570,151.964680,151.857730,151.870880,920.43
2024-01-02T14:00:00+00:00,151.870880,152.024180,151.841410,151.919920,632.18
2024-01-02T15:00:00+00:00,151.919920,152.046920,151.886740,152.028860,955.05
2024-01-02T16:00:00+00:00,152.028860,152.182630,151.981080,152.130620,1042.02
2024-01-02T17:00:00+00:00,152.130620,152.146180,152.096350,152.143640,732.90
2024-01-02T18:00:00+00:00,152.143640,152.242740,152.138300,152.187150,704.44
2024-01-02T19:00:00+00:00,152.187150,152.204700,152.166790,152.203280,567.25
2024-01-02T20:00:00+00:00,152.203280,152.232970,152.171660,152.177780,950.65
2024-01-02T21:00:00+00:00,152.177780,152.249720,152.127670,152.199000,588.19
2024-01-02T22:00:00+00:00,152.199000,152.324430,152.179920,152.299010,1056.48
2024-01-02T23:00:00+00:00,152.299010,152.419620,152.212660,152.370620,883.05
2024-01-03T00:00:00+00:00,152.370620,152.421780,152.323950,152.364050,695.38
2024-01-03T01:00:00+00:00,152.364050,152.437380,152.363160,152.384530,554.83
2024-01-03T02:00:00+00:00,152.384530,152.442920,152.275660,152.323300,1021.94
2024-01-03T03:00:00+00:00,152.323300,152.413870,152.099190,152.141200,1577.51
2024-01-03T04:00:00+00:00,152.141200,152.183030,152.021340,152.100970,862.65
2024-01-03T05:00:00+00:00,152.100970,152.171400,152.078520,152.156200,833.78
2024-01-03T06:00:00+00:00,152.156200,152.260920,152.102870,152.206730,775.29
2024-01-03T07:00:00+00:00,152.206730,152.230930,152.191740,152.192060,819.84
2024-01-03T08:00:00+00:00,152.192060,152.211340,152.171830,152.192430,677.84
2024-01-03T09:00:00+00:00,152.192430,152.312490,152.164760,152.294450,884.91
2024-01-03T10:00:00+00:00,152.294450,152.353820,152.279430,152.340760,612.95
2024-01-03T11:00:00+00:00,152.340760,152.439140,152.303490,152.404490,738.40
2024-01-03T12:00:00+00:00,152.404490,152.707480,152.307820,152.607450,1520.68
2024-01-03T13:00:00+00:00,152.607450,152.675300,152.562490,152.646830,662.49
2024-01-03T14:00:00+00:00,152.646830,152.716360,152.598840,152.681390,587.57
2024-01-03T15:00:00+00:00,152.681390,152.774520,152.653680,152.708310,537.32
2024-01-03T16:00:00+00:00,152.708310,152.835190,152.684710,152.774530,828.59
2024-01-03T17:00:00+00:00,152.774530,152.826850,152.709420,152.807050,568.23
2024-01-03T18:00:00+00:00,152.807050,152.927120,152.711960,152.910540,1022.56
2024-01-03T19:00:00+00:00,152.910540,152.939560,152.846510,152.896060,658.68
2024-01-03T20:00:00+00:00,152.896060,152.979210,152.840800,152.863410,713.58
2024-01-03T21:00:00+00:00,152.863410,152.904150,152.839260,152.897150,763.68
2024-01-03T22:00:00+00:00,152.897150,152.982950,152.886120,152.951050,820.46
2024-01-03T23:00:00+00:00,152.951050,152.969370,152.903360,152.909540,902.17
2024-01-04T00:00:00+00:00,152.909540,153.022210,152.862960,152.959300,917.79
2024-01-04T01:00:00+00:00,152.959300,153.046210,152.872160,153.020280,807.59
2024-01-04T02:00:00+00:00,153.020280,153.098490,153.009030,153.069430,848.65
2024-01-04T03:00:00+00:00,153.069430,153.078210,152.903170,152.958300,1080.35
2024-01-04T04:00:00+00:00,152.958300,153.097080,152.915390,153.090760,1235.25
2024-01-04T05:00:00+00:00,153.090760,153.249470,153.016810,153.181190,981.50
2024-01-04T06:00:00+00:00,153.181190,153.411750,153.154670,153.337420,1415.36
2024-01-04T07:00:00+00:00,153.337420,153.444820,153.292940,153.383940,758.98
2024-01-04T08:00:00+00:00,153.383940,153.393770,153.327460,153.341640,892.00
2024-01-04T09:00:00+00:00,153.341640,153.378080,153.285640,153.325940,724.53
2024-01-04T10:00:00+00:00,153.325940,153.393060,153.276840,153.330100,670.02
2024-01-04T11:00:00+00:00,153.330100,153.392530,153.256810,153.263980,934.72
2024-01-04T12:00:00+00:00,153.263980,153.298460,153.186730,153.210990,870.52
2024-01-04T13:00:00+00:00,153.210990,153.362500,153.172960,153.333740,1204.97
2024-01-04T14:00:00+00:00,153.333740,153.406490,153.264080,153.314550,792.73
2024-01-04T15:00:00+00:00,153.314550,153.365300,153.284370,153.332670,735.32
2024-01-04T16:00:00+00:00,153.332670,153.397530,153.290730,153.338820,590.90
2024-01-04T17:00:00+00:00,153.338820,153.507020,153.332810,153.454150,1193.64
2024-01-04T18:00:00+00:00,153.454150,153.526890,153.371130,153.483370,823.59
2024-01-04T19:00:00+00:00,153.483370,153.490170,153.376420,153.419210,970.36
2024-01-04T20:00:00+00:00,153.419210,153.462630,153.309750,153.343820,945.99
2024-01-04T21:00:00+00:00,153.343820,153.368830,153.263160,153.302130,881.33
2024-01-04T22:00:00+00:00,153.302130,153.450590,153.196070,153.433470,1189.25
2024-01-04T23:00:00+00:00,153.433470,153.575330,153.378980,153.498270,961.06
2024-01-05T00:00:00+00:00,153.498270,153.510640,153.409660,153.463650,729.26
2024-01-05T01:00:00+00:00,153.463650,153.602180,153.455680,153.549750,937.40
2024-01-05T02:00:00+00:00,153.549750,153.618730,153.536060,153.600990,830.42
2024-01-05T03:00:00+00:00,153.600990,153.736560,153.536880,153.706740,1149.43
2024-01-05T04:00:00+00:00,153.706740,153.813180,153.627450,153.790670,963.05
2024-01-05T05:00:00+00:00,153.790670,153.862760,153.776520,153.797210,708.56
