timestamp,open,high,low,close,volume
2024-01-01T00:00:00+00:00,1.100000,1.100690,1.099870,1.100070,731.19
2024-01-01T01:00:00+00:00,1.100070,1.100330,1.099330,1.099880,775.40
2024-01-01T02:00:00+00:00,1.099880,1.101680,1.099310,1.100690,803.52
2024-01-01T03:00:00+00:00,1.100690,1.102430,1.100650,1.102230,1260.86
2024-01-01T04:00:00+00:00,1.102230,1.103370,1.101670,1.102870,780.95
2024-01-01T05:00:00+00:00,1.102870,1.103420,1.100790,1.101310,1497.06
2024-01-01T06:00:00+00:00,1.101310,1.102190,1.101240,1.101870,704.37
2024-01-01T07:00:00+00:00,1.101870,1.102840,1.101460,1.102760,856.47
2024-01-01T08:00:00+00:00,1.102760,1.103100,1.102070,1.102570,864.12
2024-01-01T09:00:00+00:00,1.102570,1.103120,1.102560,1.103090,814.02
2024-01-01T10:00:00+00:00,1.103090,1.103530,1.103020,1.103470,605.40
2024-01-01T11:00:00+00:00,1.103470,1.104360,1.103000,1.103920,592.98
2024-01-01T12:00:00+00:00,1.103920,1.103950,1.102480,1.102960,1155.21
2024-01-01T13:00:00+00:00,1.102960,1.103660,1.101730,1.102260,1178.76
2024-01-01T14:00:00+00:00,1.102260,1.102670,1.100660,1.101300,1178.74
2024-01-01T15:00:00+00:00,1.101300,1.101600,1.099920,1.100830,1052.35
2024-01-01T16:00:00+00:00,1.100830,1.101360,1.100500,1.101090,707.96
2024-01-01T17:00:00+00:00,1.101090,1.102350,1.100790,1.102070,870.39
2024-01-01T18:00:00+00:00,1.102070,1.103220,1.101590,1.102810,880.22
2024-01-01T19:00:00+00:00,1.102810,1.104750,1.102070,1.103970,983.32
2024-01-01T20:00:00+00:00,1.103970,1.105870,1.103800,1.105340,1193.14
2024-01-01T21:00:00+00:00,1.105340,1.106320,1.104800,1.105920,655.39
2024-01-01T22:00:00+00:00,1.105920,1.106810,1.105210,1.105880,750.10
2024-01-01T23:00:00+00:00,1.105880,1.107740,1.104930,1.107080,1141.52
2024-01-02T00:00:00+00:00,1.107080,1.107940,1.106610,1.107480,737.24
2024-01-02T01:00:00+00:00,1.107480,1.109120,1.106920,1.108610,1103.21
2024-01-02T02:00:00+00:00,1.108610,1.109440,1.108470,1.109240,801.03
2024-01-02T03:00:00+00:00,1.109240,1.110850,1.108780,1.110140,857.42
2024-01-02T04:00:00+00:00,1.110140,1.111340,1.109820,1.110660,698.82
2024-01-02T05:00:00+00:00,1.110660,1.112360,1.110030,1.111890,1157.19
2024-01-02T06:00:00+00:00,1.111890,1.113140,1.111090,1.112270,636.59
2024-01-02T07:00:00+00:00,1.112270,1.112510,1.110780,1.111720,973.04
2024-01-02T08:00:00+00:00,1.111720,1.111990,1.111190,1.111410,880.49
2024-01-02T09:00:00+00:00,1.111410,1.112030,1.109410,1.110040,1361.30
2024-01-02T10:00:00+00:00,1.110040,1.111150,1.109910,1.110970,864.28
2024-01-02T11:00:00+00:00,1.110970,1.112180,1.110860,1.112170,1083.96
2024-01-02T12:00:00+00:00,1.112170,1.113510,1.111680,1.112860,842.63
2024-01-02T13:00:00+00:00,1.112860,1.113690,1.112510,1.113250,705.78
2024-01-02T14:00:00+00:00,1.113250,1.114190,1.112610,1.113670,568.30
2024-01-02T15:00:00+00:00,1.113670,1.114520,1.113000,1.114010,634.58
2024-01-02T16:00:00+00:00,1.114010,1.115550,1.113440,1.114890,967.58
2024-01-02T17:00:00+00:00,1.114890,1.115040,1.114150,1.114510,957.32
2024-01-02T18:00:00+00:00,1.114510,1.115230,1.112740,1.112880,1585.09
2024-01-02T19:00:00+00:00,1.112880,1.114110,1.112400,1.113780,814.85
2024-01-02T20:00:00+00:00,1.113780,1.114430,1.113470,1.113920,668.62
2024-01-02T21:00:00+00:00,1.113920,1.114330,1.112760,1.112940,1176.79
2024-01-02T22:00:00+00:00,1.112940,1.113890,1.112870,1.113750,863.01
2024-01-02T23:00:00+00:00,1.113750,1.115570,1.112620,1.115220,1192.05
2024-01-03T00:00:00+00:00,1.115220,1.115420,1.115040,1.115400,551.12
2024-01-03T01:00:00+00:00,1.115400,1.116540,1.115330,1.116230,782.01
2024-01-03T02:00:00+00:00,1.116230,1.116670,1.116160,1.116450,639.14
2024-01-03T03:00:00+00:00,1.116450,1.116600,1.116250,1.116510,637.56
2024-01-03T04:00:00+00:00,1.116510,1.116770,1.115300,1.116080,933.84
2024-01-03T05:00:00+00:00,1.116080,1.116650,1.115620,1.115670,1035.22
2024-01-03T06:00:00+00:00,1.115670,1.115970,1.115300,1.115370,991.85
2024-01-03T07:00:00+00:00,1.115370,1.115620,1.115040,1.115490,775.94
2024-01-03T08:00:00+00:00,1.115490,1.115700,1.115100,1.115230,876.39
2024-01-03T09:00:00+00:00,1.115230,1.115390,1.114870,1.115160,694.95
2024-01-03T10:00:00+00:00,1.115160,1.116420,1.115050,1.116400,1107.54
2024-01-03T11:00:00+00:00,1.116400,1.116510,1.115430,1.115480,1296.11
2024-01-03T12:00:00+00:00,1.115480,1.115820,1.113330,1.113950,1552.22
2024-01-03T13:00:00+00:00,1.113950,1.115090,1.113080,1.114770,863.02
2024-01-03T14:00:00+00:00,1.114770,1.115100,1.114580,1.114600,730.33
2024-01-03T15:00:00+00:00,1.114600,1.115960,1.113830,1.115300,881.90
2024-01-03T16:00:00+00:00,1.115300,1.115920,1.114950,1.115460,599.04
2024-01-03T17:00:00+00:00,1.115460,1.115890,1.113480,1.114260,1396.35
2024-01-03T18:00:00+00:00,1.114260,1.114510,1.113880,1.114180,775.18
2024-01-03T19:00:00+00:00,1.114180,1.114730,1.114110,1.114590,695.00
2024-01-03T20:00:00+00:00,1.114590,1.114720,1.113560,1.113680,1133.59
2024-01-03T21:00:00+00:00,1.113680,1.114190,1.112790,1.113510,903.80
