timestamp,open,high,low,close,volume
2024-01-01T00:00:00+00:00,1.100000,1.100210,1.099250,1.099570,941.63
2024-01-01T01:00:00+00:00,1.099570,1.101030,1.099260,1.100730,1111.24
2024-01-01T02:00:00+00:00,1.100730,1.102780,1.100480,1.102200,1172.32
2024-01-01T03:00:00+00:00,1.102200,1.102760,1.102020,1.102560,723.42
2024-01-01T04:00:00+00:00,1.102560,1.104940,1.102390,1.104070,1163.55
2024-01-01T05:00:00+00:00,1.104070,1.104810,1.103960,1.104210,596.08
2024-01-01T06:00:00+00:00,1.104210,1.105550,1.103260,1.105050,904.39
2024-01-01T07:00:00+00:00,1.105050,1.105640,1.104050,1.104800,789.51
2024-01-01T08:00:00+00:00,1.104800,1.104930,1.104740,1.104810,800.40
2024-01-01T09:00:00+00:00,1.104810,1.105340,1.104620,1.105210,652.93
2024-01-01T10:00:00+00:00,1.105210,1.105850,1.105180,1.105400,748.19
2024-01-01T11:00:00+00:00,1.105400,1.105500,1.105060,1.105330,686.26
2024-01-01T12:00:00+00:00,1.105330,1.106940,1.104920,1.106250,902.98
2024-01-01T13:00:00+00:00,1.106250,1.106440,1.105840,1.105890,847.51
2024-01-01T14:00:00+00:00,1.105890,1.105900,1.105180,1.105410,1018.76
2024-01-01T15:00:00+00:00,1.105410,1.106300,1.104850,1.106120,802.78
2024-01-01T16:00:00+00:00,1.106120,1.106420,1.105360,1.105840,973.23
2024-01-01T17:00:00+00:00,1.105840,1.107620,1.105680,1.106890,983.24
2024-01-01T18:00:00+00:00,1.106890,1.108860,1.106330,1.108160,1000.49
2024-01-01T19:00:00+00:00,1.108160,1.108410,1.106500,1.107150,1174.49
2024-01-01T20:00:00+00:00,1.107150,1.107250,1.106770,1.107020,756.84
2024-01-01T21:00:00+00:00,1.107020,1.107690,1.106440,1.107180,723.88
2024-01-01T22:00:00+00:00,1.107180,1.108830,1.106420,1.107800,869.13
2024-01-01T23:00:00+00:00,1.107800,1.107950,1.106760,1.107220,944.46
2024-01-02T00:00:00+00:00,1.107220,1.107680,1.107210,1.107310,779.78
2024-01-02T01:00:00+00:00,1.107310,1.107530,1.107170,1.107270,745.45
2024-01-02T02:00:00+00:00,1.107270,1.109240,1.106660,1.109060,1333.31
2024-01-02T03:00:00+00:00,1.109060,1.111640,1.108300,1.111130,1437.40
2024-01-02T04:00:00+00:00,1.111130,1.112000,1.111070,1.111610,732.06
2024-01-02T05:00:00+00:00,1.111610,1.113360,1.111590,1.112530,940.08
2024-01-02T06:00:00+00:00,1.112530,1.112700,1.112160,1.112160,1021.10
2024-01-02T07:00:00+00:00,1.112160,1.112520,1.111960,1.112120,714.38
2024-01-02T08:00:00+00:00,1.112120,1.113700,1.111200,1.113050,880.85
2024-01-02T09:00:00+00:00,1.113050,1.115200,1.112890,1.114510,1200.37
2024-01-02T10:00:00+00:00,1.114510,1.114700,1.113510,1.113670,1117.06
2024-01-02T11:00:00+00:00,1.113670,1.114020,1.113140,1.113830,592.15
2024-01-02T12:00:00+00:00,1.113830,1.114810,1.113390,1.114490,879.42
2024-01-02T13:00:00+00:00,1.114490,1.114640,1.114110,1.114230,915.84
2024-01-02T14:00:00+00:00,1.114230,1.114490,1.113930,1.114400,731.78
2024-01-02T15:00:00+00:00,1.114400,1.114850,1.114360,1.114700,568.17
2024-01-02T16:00:00+00:00,1.114700,1.115470,1.114460,1.114730,796.31
2024-01-02T17:00:00+00:00,1.114730,1.116570,1.114050,1.115730,1001.39
2024-01-02T18:00:00+00:00,1.115730,1.117790,1.114930,1.117250,1201.65
2024-01-02T19:00:00+00:00,1.117250,1.117420,1.116320,1.116840,994.31
